-2.580758262879008849e-02,9.519517380509068261e-01,3.429036930292761465e+00
-1.883044236964755841e-02,9.519517380509068261e-01,3.885591880437353485e+00
-2.467254510577250592e-02,9.456368007095333761e-01,3.329036930292761376e+00
1.246083311515593095e-02,7.446719303166751125e-01,2.548961027789110290e+01
7.046901111726427969e-03,7.446719303166751125e-01,2.657930238375861620e+01
2.991641068587281432e-03,7.311752771309680821e-01,2.538961027789110503e+01
1.427707382262369540e-01,9.663619319325426060e-01,1.450029755066807269e+01
1.492855826434622002e-01,9.663619319325426060e-01,1.530530303275859438e+01
1.517194812902191159e-01,9.610252897549278472e-01,1.440029755066807304e+01
-3.503875891991219127e-02,7.720520752456672131e-01,-1.034287863204167213e+00
-3.806330673996661390e-02,7.720520752456672131e-01,-7.138445887393891631e-01
-3.331122658975400885e-02,7.591873318561421780e-01,-1.134287863204167301e+00
5.001682518588218551e-02,9.568879956108007345e-01,7.618799921045233958e+00
6.252898007460891416e-02,9.568879956108007345e-01,8.231869493832702389e+00
5.405256569327808458e-02,9.508878683883734695e-01,7.518799921045233425e+00
2.567469866971465800e-02,6.320724145317196951e-01,-4.383187984017909322e+00
2.544870873638177544e-02,6.320724145317196951e-01,-4.328614382531701388e+00
2.558731488624012979e-02,6.164488509438119657e-01,-4.483187984017908967e+00
3.921009026067234782e-02,9.878825950849631221e-01,1.062585685546746284e+01
4.772719859179033047e-02,9.878825950849631221e-01,1.131128328881805700e+01
4.853359327072942486e-02,9.845811716262651281e-01,1.052585685546746319e+01
-8.037016016801332152e-03,6.910181496348285490e-01,-2.497698756210176896e+00
-1.248773631104904865e-02,6.910181496348285490e-01,-2.239360308304112479e+00
-5.213632978546010009e-03,6.764241662367130870e-01,-2.597698756210176541e+00
-3.273303581717604271e-02,9.940369789002274636e-01,5.973844312104189314e+00
-2.831497487240910993e-02,9.940369789002274636e-01,6.494535925933901055e+00
-2.955178927629121405e-02,9.916574535484312669e-01,5.873844312104188781e+00
