2.232774750722956725e+00,1.556246157173200029e+00
5.398460529337569369e+00,3.653765808924566372e+00
3.975027410452600218e+00,1.300545363181430547e+00
1.552216372323890203e+00,3.443663529714505067e+00
3.015347863937339667e+00,1.473522819506243531e+00
2.228680074310399051e-01,4.432858132754191161e+00
3.377132166752969678e+00,7.791648162501438879e-01
1.241692239530319153e+00,4.039498373919996332e+00
2.553458069148557552e+00,5.463037987956904651e-01
2.908566606391728815e+00,4.657034800647364747e+00
7.239628650365439455e+00,4.123964287433997455e+00
4.688293765443036776e+00,9.694841305508743456e-01
3.313317080006852322e+00,2.813700986211062016e+00
5.404258746635905553e+00,2.923961947275438789e+00
1.850203395846873544e+00,2.422674003945632482e+00
3.417336098804891531e+00,2.109037017067102227e+00
1.019340781338446744e+00,2.269709314592993188e+00
4.506391941438089077e+00,2.685320752302774228e+00
3.904578170199608067e+00,2.800037856195788599e+00
3.980588050371634878e+00,1.915510269856155023e+00
4.641409293445226680e+00,2.978231387923332640e+00
1.379155946394503340e+00,5.706303800453828678e+00
5.299137259350103157e+00,4.600975816485110670e+00
6.882420631777393716e+00,3.207436227271738716e+00
5.013975156548378109e-01,5.103323407954791335e+00
5.258091627644001065e+00,5.651078027269219817e+00
6.663242283076031391e+00,5.413283572559683954e-01
5.658893983665529426e+00,2.032128066664321331e+00
5.119251496175015959e+00,5.711275789557015869e+00
4.712317905521005379e+00,5.630965546475463768e+00
4.809683269555693030e+00,4.411114523460895498e+00
4.628002573188682689e+00,3.532588023693968182e+00
2.346369870154384696e+00,5.777248836613446237e+00
4.194717004263612381e+00,9.995905741268651390e-02
4.440518352047532424e+00,4.762979499027785835e+00
5.437398701846969828e+00,7.848177109350793490e-01
2.587776636060123092e+00,3.320670764296826505e+00
7.081452058465036892e+00,4.745482868292244305e+00
2.768464332802019090e+00,1.199579908286461549e+00
6.839069921759202586e+00,3.439543053551185725e+00
3.339543477955481121e-02,5.200936969808505062e+00
5.055622753348158582e+00,2.787182446680859904e+00
5.397305873987026992e+00,5.005768321901999940e+00
3.023657859262108616e+00,1.152715191855368637e+00
4.926338242018979408e+00,1.809492091459723229e+00
5.173585314142091107e+00,7.342270593390425315e-01
2.642644271217145846e+00,1.707359483040601589e+00
7.197489022048588758e+00,5.607473131389141940e+00
4.732362181010614677e+00,5.361987042422344807e+00
6.124763811855061135e+00,3.132725016152136277e+00
3.947950202773010453e+00,3.891961434217494187e+00
6.944416784370283757e+00,4.947577517281043669e+00
3.014579858342156804e+00,3.916507675032619318e+00
4.174415320917013617e+00,4.202751297604012670e-01
5.931433233732399390e-01,4.742749199602559251e+00
4.354798229816679189e+00,4.931985734002855892e+00
2.811223124659389505e+00,3.465108179774072816e+00
2.204148157001793784e+00,3.073574688183972725e+00
3.771431615388174396e+00,3.996137425799976661e+00
4.273630538216283803e+00,5.537384993094529584e+00
6.059487312080192645e+00,1.972512917034469293e+00
2.459489875140125070e-01,4.781927696489340462e+00
7.171915284856982709e+00,2.894581386410062240e+00
5.753983850976794656e+00,4.775131356126411930e+00
6.041992025150866752e+00,1.754807637409428800e+00
3.429116348888076260e+00,1.435606555781492766e+00
2.144987818425959869e+00,4.541579346942667961e+00
9.223181657883189333e-02,5.652568732544009045e+00
5.684497798494725807e+00,2.996442252670943773e+00
4.915431648752739413e+00,3.154710405507044513e+00
6.109746302081282998e+00,1.749832074871233489e+00
2.677476889670411531e+00,3.839168095924367030e+00
2.303057365241236720e+00,5.201031364281996971e+00
5.344912508479373159e+00,1.112693536562081809e+00
3.507541262497607115e-01,3.220934508520178596e+00
5.690729011691671779e+00,4.044187665670146536e+00
5.810681970445601863e+00,5.713438777104534516e+00
4.460060091378310609e+00,3.721373228870938910e+00
7.287376562872761809e+00,5.539888680203029381e+00
1.186698395216442048e+00,2.394359800933104410e+00
7.498035129025672596e+00,3.825784944948270372e+00
7.269274251754164418e+00,8.003997538129756784e-01
4.507887541802058529e+00,1.197400872751926748e+00
6.904130998704595790e+00,5.823435002880489542e+00
4.805962781116312144e+00,1.215777089809688460e+00
6.676867686065486751e+00,4.728948424586043586e+00
4.689243873588139877e+00,1.791466506451203422e+00
6.760122705302823443e-01,4.169252323936658122e+00
6.065935183794188390e+00,3.369732062073647949e+00
5.372575652345353170e+00,3.402579969075809618e+00
7.210839187588809374e+00,4.031459208514799997e+00
4.562838763442969570e-01,4.183505510307522712e+00
7.228948090024938544e+00,3.873237809333494930e+00
1.652583794229635306e+00,1.791446026257236701e+00
4.757183699150440148e+00,3.719208558403862774e+00
6.178378820305717056e+00,5.339729601152964023e+00
2.246278769732498848e+00,5.856194272785727684e+00
4.000341994839264892e+00,1.421692015384496521e+00
2.960954245248323513e+00,3.006971772455471204e+00
1.768462872187721358e+00,2.569900181241054682e+00
4.016648060394659936e+00,1.441089596895433367e+00
7.300539264052494204e+00,8.584104649379216134e-01
2.056052814239089699e+00,2.797347506501961956e+00
7.323787027879680167e+00,9.206845537588470574e-01
4.118992522089994779e+00,2.652293607212916626e-01
6.586168249759153603e+00,2.836600524469718110e+00
5.891760385962773405e+00,5.157736190112083285e+00
2.075341982225322734e+00,2.245575633438196217e+00
2.944139685813839780e+00,1.031923201546223190e+00
5.531714503745097211e+00,4.913766654244381193e+00
6.609409370363592551e+00,3.655065104900993234e+00
2.478792989708285877e+00,4.543221737403495553e+00
6.607244244264298239e+00,2.510128558885509342e+00
4.357339468721903586e+00,4.113056550032748504e+00
2.988347445507813505e-01,5.965416409237158213e+00
7.348772031863157750e+00,3.021486155540082486e+00
2.562427011701204349e-01,5.239492135455781963e+00
7.123269446267356919e+00,8.242386468151445822e-01
4.728130829292208404e+00,2.698180018790097279e-01
7.410342311734996912e+00,1.192086761662660921e+00
3.265558804368250634e+00,1.864326492839879723e+00
3.278444837887433572e+00,3.355807966472315940e+00
2.048690186133206304e+00,5.716344433149932236e+00
5.656101937413879455e+00,2.955681395950572110e+00
3.815622486505987343e+00,1.116375482663201524e+00
1.516355353414935658e+00,3.874662341635341622e+00
2.875226560054552571e+00,5.037970355919301646e+00
3.857055386228590788e+00,1.918236867006896551e+00
2.572219746417046871e+00,5.384634085571082807e-02
2.041953881716879415e+00,3.342537110823687208e+00
6.636820222063461117e+00,5.423226784945035739e+00
1.572598025155552692e-02,5.840208553461047281e+00
9.977062320516669747e-01,4.896041397390939132e+00
1.884836768119686479e+00,3.526303259869792761e+00
9.371289364568804459e-01,5.810403218117000890e+00
1.644213417113199682e+00,3.464305471877058729e+00
5.001155148603813494e+00,4.378646124837802134e+00
2.430066791335283138e+00,3.598361198920047244e+00
5.175111807075277071e+00,5.784436945228899951e+00
7.367468552887704192e+00,2.472373192742376435e+00
3.822000086115884709e+00,1.069871667679914706e+00
8.997902291280213127e-01,4.614578609598933845e+00
6.964534541404980850e+00,5.272392478040360153e+00
5.687902214263432121e+00,5.929247288570546282e+00
4.093241287362771708e+00,3.874500942419381921e+00
4.213045784650217840e+00,1.026693879621363603e+00
6.730046893062360702e+00,1.100666697698392316e+00
5.285604855376694999e+00,2.681254748547812206e+00
5.856422754780760132e-01,3.752567707275702436e+00
7.366825954870892090e+00,3.435397055534359367e+00
5.797502731942729248e+00,3.243844636341661314e+00
6.271342691429591554e+00,3.660092786508573059e-01
1.739937677200877664e+00,3.514533519525417926e+00
5.622243301697992912e+00,2.803045732196573603e+00
1.717366240891500473e+00,1.524850631767832976e+00
7.011109318836072468e+00,9.210056681631506592e-01
4.530464595811706019e+00,5.474924162635005587e+00
5.563093234641100615e+00,2.297201534437845361e+00
7.539343916857454975e-01,5.869601762380378673e+00
6.937130482718372626e+00,2.145194656380366105e+00
5.451366525888079906e+00,3.668362204087925349e+00
3.658367881089184426e+00,3.846267244049054401e+00
4.636295872775023419e+00,3.764809364032434047e+00
1.224927049442511851e-01,5.325732859379039397e+00
7.378819109797877474e+00,5.235903655176138649e+00
5.539460324384469558e+00,2.765335723218367292e+00
2.033775934499431504e+00,2.570597724024394459e+00
6.906722003523062980e+00,4.630664906769402123e+00
5.848498838613065409e+00,6.383725608860506551e-01
3.859036684469063783e+00,2.180465996006665463e+00
4.362380169906200145e+00,6.909787663613990993e-01
1.312735232057115953e+00,2.223845310407837950e+00
1.588370431404873440e+00,2.980370202261809265e+00
3.043717306720381988e+00,2.769290509094928243e-01
3.266332202086779990e+00,1.599702101484266947e+00
3.299711357397495881e+00,2.248469028452134921e+00
5.313687049741158575e+00,1.812589568894561465e+00
2.073844875862270509e+00,3.745371589241570653e+00
3.653224816851968981e+00,2.221728044030728100e+00
1.595554786758414112e+00,5.534753756316369788e+00
1.400818270633763518e-02,4.798120936081142318e+00
1.799913429644554919e+00,2.455629604129489163e+00
2.888470091735452439e+00,1.980263930202851297e+00
5.632223624560325881e+00,4.557763818068835349e+00
2.350211180264408117e+00,5.287482574573811434e+00
1.006302554153583939e+00,4.729296556991895883e+00
6.205902001918856215e+00,4.079703167966199473e+00
2.607694346432424037e+00,4.069683299487702577e+00
5.222234835602265868e+00,1.380798352551175778e-01
3.561386805717201121e+00,2.819299204393730385e-01
1.767285570147396179e+00,2.134984235603809566e+00
5.027769415492853611e+00,2.223048356190139963e+00
4.840707490394342116e+00,5.146650023914390637e+00
1.157725439059279493e+00,1.649923616666153503e+00
4.723960484040012453e+00,7.477094491408360355e-01
5.339148009936066863e+00,5.655662560644325598e-01
4.312174924959862210e+00,2.840264729442367742e-01
4.888629155711701202e+00,3.854011381870336095e+00
2.605507570091146974e+00,2.504674610873207641e-01
1.367273294645506843e+00,3.387890256238069497e+00
2.697725443809297463e+00,1.381071778632743330e+00
9.482500399320997753e-01,3.594182402335285964e+00
3.220208774878446256e+00,4.273809025150487884e-02
1.761375522922386194e+00,1.846834784717360289e+00
9.390912305184712094e-01,5.411829258330032033e+00
6.111794121670995672e+00,1.004023938260409921e+00
2.034112274544678911e+00,5.430630502294910400e+00
2.085682505393779529e+00,3.010677026169151560e+00
6.119052689846513182e+00,1.737757265555791797e+00
4.876127057771107332e+00,1.483293381078912621e+00
7.451602009240684943e+00,4.699441036435406893e+00
2.149111845537700294e+00,4.801407508256048118e+00
6.634142888956909623e+00,1.078668114077097728e+00
2.310696521035819906e+00,3.985316511814631646e+00
5.989737573257660763e-01,5.763885847222772085e+00
5.672380134050175604e-01,4.591171187593768188e+00
5.359909712455114494e+00,1.934000449024151358e-01
4.269820397983456139e+00,5.149512516475334145e+00
6.607384184662780768e+00,3.429661642134750554e+00
4.783828850491699924e+00,2.287051087629933033e+00
1.677115906826619263e+00,5.120854336568340770e+00
6.078572544573696668e+00,1.571864941042866670e+00
1.628801746883736801e+00,3.175987994786056312e+00
6.351142429341381401e+00,1.790774594780599749e+00
4.313929207062479065e+00,4.579178330685066634e+00
5.348432192920559380e+00,2.322360812778748951e+00
7.084694773778410060e+00,4.495492141311234313e+00
2.403073161025347293e+00,4.032353037824724318e+00
6.516114727549932262e+00,6.872291411230868619e-02
5.995189608229381406e+00,5.239000217440782592e+00
2.154734606998247592e+00,4.871280771101101692e+00
2.991479679892158905e-01,5.043120781082952142e+00
4.201030793136220076e+00,2.436786263361884419e+00
3.391708550175920767e+00,3.670720123568505855e+00
5.171954391654135286e+00,5.255085539700658614e+00
3.835375470877438353e+00,3.659558538405749406e+00
1.685423479493890930e+00,4.842851721315104108e+00
2.679435936594231293e+00,4.873776182878472696e+00
2.635011974625627307e+00,5.325296972529195649e+00
3.562040432225339170e+00,1.543386410250432883e+00
7.230863631636625932e+00,7.444989268991211162e-01
2.573710012674120584e+00,1.716277837314115651e+00
2.857215323355470904e+00,1.342199824695098131e+00
5.638285555346074673e+00,2.992603999183798269e+00
3.296927634642120353e+00,5.158940521918291555e-01
3.647603619714583356e+00,1.182309438921248290e+00
2.696455446106457376e+00,4.825538397352424624e+00
4.200087900416376918e+00,5.749050979808814077e-01
1.214362932178416621e+00,3.367075208384603613e+00
4.666680030989304839e+00,4.587919038826500540e+00
1.407853449357019615e+00,3.200381608608981132e+00
2.510854595637937448e-01,3.789796254819312704e+00
2.352969295635509717e+00,1.637526296510348756e+00
5.404477150645401906e+00,7.943383564288108989e-01
2.263046920701912601e+00,1.582839984233613606e+00
1.965457086514800444e+00,3.348536107250800864e+00
7.301270513829635433e+00,2.816111300602389456e+00
6.314425520208343023e+00,2.680813389836172789e+00
4.127823145367682578e+00,3.358210589175261163e-01
6.414494625150262586e+00,1.871219329689393529e+00
4.981696478048846188e+00,3.901772849700214874e+00
6.010064362081310563e+00,1.557851269090292812e+00
5.370619801977239760e+00,1.478013841099952597e+00
1.152513793917337104e+00,3.804304237154544133e+00
1.756509180817475091e+00,2.611424187980508904e+00
3.592595725486114944e+00,2.825898093905832020e+00
6.646671230697512200e+00,3.374747915064514991e+00
1.475952414578474148e-01,4.752325265445803915e+00
2.973655283187397469e+00,3.884733070005349731e+00
2.156270585982698940e+00,2.644118047609264277e+00
1.009940970729280574e+00,3.883724929450099506e+00
3.237821720598953679e+00,1.598428025026074950e+00
4.115224533890828873e+00,4.059832633070131536e+00
5.112614251054675485e+00,3.145859876792010290e+00
1.694795646429183122e+00,3.988360364250078227e+00
2.553331480274944276e+00,2.698449408863882404e+00
2.494883519049340137e+00,4.363441955298925201e+00
1.191285306260172483e+00,4.387583862814834923e+00
2.504622935032660980e+00,2.742651771475020261e+00
1.108099829528335967e+00,3.201253273174009983e+00
1.630635215220888501e+00,3.992300605743029251e+00
6.835983876012014626e+00,4.094441340038370569e-01
5.077251866225529042e+00,2.839501103827910988e+00
4.293791002445503935e+00,5.251038740347243383e+00
1.467747206825337436e+00,3.673273314081039409e+00
3.469916435620732820e+00,3.120349314325959078e+00
3.280776230652711511e+00,1.197293429455802638e+00
7.069657919660492951e+00,3.232855892969889844e+00
2.107166301961166610e+00,1.518092759969626115e+00
1.980002028830959215e+00,4.078782568093105354e+00
7.283756269450435639e+00,5.516071573058278332e+00
3.394248749963126865e+00,9.766268887044426972e-01
6.025269005848960191e+00,1.586382182427183984e-01
5.214938159491402381e-01,5.770673531747032570e+00
3.025231573707367172e+00,3.110145797371522303e+00
6.962157543684489802e+00,4.328091992114103448e+00
2.251014159851761232e+00,1.825381619476470263e+00
6.056868721927809673e+00,5.080281029863406239e+00
6.483980522381378009e+00,4.852238890920330672e-01
1.320149734051015100e+00,4.234069703781596417e+00
1.314855540530618372e-01,5.648968702286245147e+00
2.404190889723201607e+00,7.448718735382422462e-01
2.421708695210460949e+00,6.407751997295580981e-01
4.478706600299481977e+00,4.048130166832981658e+00
5.356222373205196341e+00,3.521457813409262450e+00
6.355438430494780633e+00,5.531404274048062675e+00
6.452335587865796640e+00,2.232115037916598599e+00
2.724559387963124468e+00,4.545057709807075241e+00
5.670078781297488213e+00,3.621079367422517681e+00
4.435174721753776694e+00,2.916467776107977805e+00
1.579608676647376253e+00,4.696056635107471067e+00
2.840080382017079463e-02,5.968154728783190421e+00
5.868009493993268322e+00,1.375299320439272721e+00
1.817018754241597756e-01,4.511634633645700276e+00
